episode,level,total_reward,steps_taken,treasures_collected,final_score,lives_remaining,epsilon,duration_sec,avg_reward_100,avg_treasures_100,walls_hit,explored_cells,hint_accuracy
662,hard,633.22,102,3,55,0,0.02,8.18,622.61,2.93,16,52,62.75
663,hard,595.84,81,3,75,0,0.02,6.98,626.05,2.95,9,38,66.67
664,hard,605.66,87,3,45,0,0.02,6.84,623.43,2.94,7,45,64.37
665,hard,793.43,128,4,100,0,0.02,9.8,625.48,2.95,23,53,57.81
666,hard,803.11,131,4,105,0,0.02,11.97,627.84,2.96,30,49,72.52
667,hard,1086.12,345,4,75,0,0.02,28.05,627.48,2.95,68,87,51.88
668,hard,249.16,51,1,-45,0,0.02,4.01,623.87,2.93,6,26,64.71
669,hard,833.38,151,4,100,0,0.02,12.11,626.2,2.94,44,58,68.87
670,hard,405.28,50,2,30,0,0.02,4.12,624.54,2.93,5,31,72.0
671,hard,382.83,61,2,20,0,0.02,4.78,622.15,2.92,6,31,67.21
672,hard,615.78,100,3,80,0,0.02,9.87,621.68,2.92,11,45,59.0
673,hard,607.24,94,3,65,0,0.02,7.28,621.52,2.92,17,47,62.77
674,hard,402.49,51,2,50,0,0.02,4.38,619.62,2.91,4,32,68.63
675,hard,196.32,38,1,5,0,0.02,3.98,615.03,2.89,7,21,71.05
676,hard,990.79,296,4,55,0,0.02,28.72,612.98,2.88,63,77,55.41
677,hard,720.01,193,3,30,0,0.02,17.24,607.86,2.86,38,63,50.26
678,hard,1097.85,362,5,120,0,0.02,28.71,607.39,2.86,127,70,48.07
679,hard,736.28,112,4,95,0,0.02,8.49,610.55,2.88,24,45,58.93
680,hard,794.93,125,4,115,0,0.02,9.61,609.64,2.88,22,55,62.4
681,hard,179.01,26,1,5,0,0.02,2.53,604.0,2.85,0,16,69.23
682,hard,1279.85,487,5,95,0,0.02,39.71,611.34,2.87,164,91,55.85
683,hard,628.48,146,3,65,0,0.02,11.42,613.27,2.88,36,50,54.11
684,hard,661.69,148,3,55,0,0.02,12.74,613.18,2.88,34,57,52.7
685,hard,391.27,52,2,60,0,0.02,5.14,608.46,2.86,6,33,67.31
686,hard,563.34,69,3,80,0,0.02,5.54,608.43,2.86,10,32,71.01
687,hard,1128.01,296,5,145,0,0.02,23.53,612.87,2.88,91,84,55.41
688,hard,562.78,75,3,90,0,0.02,5.86,610.57,2.87,13,41,68.0
689,hard,994.64,314,4,80,0,0.02,25.81,616.55,2.89,87,85,57.01
690,hard,823.56,107,4,130,0,0.02,8.66,622.78,2.92,16,57,64.49
691,hard,728.33,146,3,55,0,0.02,11.26,623.34,2.92,15,60,60.96
692,hard,621.3,79,3,85,0,0.02,6.03,625.46,2.93,12,46,68.35
693,hard,1372.89,736,5,80,0,0.02,57.84,632.54,2.95,302,92,45.38
694,hard,871.77,171,4,105,0,0.02,12.83,636.52,2.97,40,56,69.01
695,hard,406.47,45,2,35,0,0.02,3.81,634.33,2.96,4,31,75.56
696,hard,386.54,43,2,50,0,0.02,3.37,633.31,2.96,3,29,74.42
697,hard,1074.94,481,4,50,0,0.02,39.34,632.17,2.96,175,85,46.99
698,hard,765.11,89,4,105,0,0.02,6.95,639.31,3.0,17,51,68.54
699,hard,891.79,233,4,110,0,0.02,17.9,645.55,3.03,72,60,59.23
700,hard,417.58,53,2,30,0,0.02,4.77,641.87,3.01,2,33,69.81
701,hard,1063.8,251,5,145,0,0.02,20.44,644.09,3.03,71,76,51.79
702,hard,587.73,65,3,80,0,0.02,5.23,646.13,3.04,7,36,73.85
703,hard,1364.21,445,5,125,0,0.02,36.56,651.92,3.05,128,102,52.81
704,hard,60.82,38,0,-50,0,0.02,3.44,644.43,3.01,3,24,50.0
705,hard,892.05,223,4,120,0,0.02,17.88,644.86,3.01,70,64,56.05
706,hard,869.04,161,4,90,0,0.02,12.11,651.83,3.04,25,57,61.49
707,hard,175.86,32,1,-15,0,0.02,2.53,645.9,3.01,2,17,68.75
708,hard,225.41,37,1,-20,0,0.02,3.19,645.61,3.01,2,26,67.57
709,hard,926.05,522,4,65,0,0.02,40.97,652.46,3.04,230,67,39.46
710,hard,545.24,66,3,60,0,0.02,5.26,650.53,3.03,12,35,74.24
711,hard,790.64,95,4,125,0,0.02,7.34,655.25,3.06,8,45,68.42
712,hard,636.46,79,3,80,0,0.02,5.58,653.42,3.05,8,46,67.09
713,hard,559.53,71,3,55,0,0.02,5.71,654.81,3.06,7,39,67.61
714,hard,798.69,182,4,75,0,0.02,15.14,660.09,3.09,46,51,51.65
715,hard,631.13,94,3,95,0,0.02,7.92,660.59,3.09,10,47,68.09
716,hard,884.83,203,4,85,0,0.02,15.79,667.36,3.12,24,61,51.72
717,hard,582.47,62,3,70,0,0.02,4.68,667.84,3.12,6,40,74.19
718,hard,956.95,306,4,80,0,0.02,23.31,669.56,3.12,64,58,49.67
719,hard,932.43,298,4,70,-1,0.02,24.93,673.12,3.13,82,64,50.67
720,hard,544.21,73,3,60,0,0.02,5.91,672.92,3.13,14,33,73.97
721,hard,560.11,74,3,85,0,0.02,6.15,672.11,3.13,12,34,70.27
722,hard,819.19,297,4,100,0,0.02,22.77,672.19,3.13,116,52,43.1
723,hard,858.5,155,4,95,0,0.02,13.73,670.3,3.12,30,61,56.77
724,hard,204.72,30,1,5,0,0.02,2.35,666.88,3.1,2,23,73.33
725,hard,648.1,88,3,75,0,0.02,6.89,665.59,3.09,8,47,64.77
726,hard,595.84,75,3,60,0,0.02,6.15,663.77,3.08,7,40,65.33
727,hard,189.5,38,1,-35,0,0.02,3.83,657.59,3.05,6,23,73.68
728,hard,167.18,44,1,-15,0,0.02,3.8,653.69,3.03,6,18,61.36
729,hard,855.72,129,4,100,0,0.02,9.58,652.71,3.02,14,64,60.47
730,hard,971.09,297,4,90,0,0.02,25.33,658.62,3.04,77,72,47.47
731,hard,587.33,82,3,65,0,0.02,6.22,658.02,3.04,9,44,63.41
732,hard,772.75,92,4,125,0,0.02,7.39,658.98,3.05,12,49,66.3
733,hard,1006.03,298,4,70,0,0.02,23.55,662.95,3.06,70,70,48.66
734,hard,588.88,72,3,75,0,0.02,5.43,662.67,3.06,14,41,75.0
735,hard,877.52,381,4,55,0,0.02,32.61,659.93,3.05,126,55,40.42
736,hard,1065.66,471,4,40,0,0.02,35.34,666.35,3.07,146,86,43.74
737,hard,867.03,150,4,85,0,0.02,13.56,671.03,3.09,27,62,60.67
738,hard,597.41,78,3,75,0,0.02,5.76,673.07,3.1,9,42,64.1
739,hard,1379.13,508,5,10,-1,0.02,39.92,678.69,3.11,116,105,47.83
740,hard,262.18,44,1,-20,0,0.02,4.06,677.48,3.1,4,25,75.0
741,hard,449.36,65,2,30,0,0.02,6.45,676.23,3.09,5,38,63.08
742,hard,856.09,116,4,125,0,0.02,8.79,675.69,3.09,14,61,65.52
743,hard,858.13,209,4,70,0,0.02,16.98,672.54,3.08,53,68,48.33
744,hard,434.28,74,2,-5,0,0.02,5.84,674.91,3.09,4,37,60.81
745,hard,566.05,56,3,65,0,0.02,4.02,672.18,3.08,4,37,76.79
746,hard,573.24,87,3,60,0,0.02,6.7,668.29,3.07,9,41,58.62
747,hard,1118.77,420,4,65,0,0.02,33.88,676.94,3.1,88,79,49.76
748,hard,1142.7,278,5,135,0,0.02,20.86,686.37,3.14,77,83,50.0
749,hard,609.37,66,3,70,0,0.02,5.02,685.05,3.14,6,43,68.18
750,hard,1043.68,195,5,115,0,0.02,16.25,689.07,3.16,34,69,54.87
751,hard,688.78,156,3,65,0,0.02,12.05,687.92,3.15,30,56,54.49
752,hard,179.76,28,1,0,0,0.02,2.36,687.09,3.15,5,17,67.86
753,hard,768.82,102,4,105,0,0.02,7.94,689.02,3.16,23,51,63.73
754,hard,815.22,145,4,100,0,0.02,11.02,685.6,3.16,22,56,61.38
755,hard,234.45,45,1,-10,0,0.02,3.81,682.0,3.14,5,29,68.89
756,hard,147.75,28,1,5,0,0.02,2.89,679.42,3.13,7,14,64.29
757,hard,390.68,66,2,15,0,0.02,5.44,679.17,3.13,7,33,63.64
758,hard,712.7,152,3,45,0,0.02,13.15,682.24,3.14,13,61,56.58
759,hard,556.49,58,3,60,-1,0.02,5.1,683.62,3.15,3,36,70.69
760,hard,785.99,109,4,100,0,0.02,8.47,689.64,3.18,14,61,57.8
761,hard,272.44,46,1,-5,0,0.02,3.53,684.05,3.15,1,31,71.74
762,hard,379.25,47,2,-30,0,0.02,4.0,681.51,3.14,3,31,65.96
763,hard,979.28,426,4,100,0,0.02,32.35,685.35,3.15,133,63,41.08
764,hard,156.72,29,1,-20,0,0.02,2.71,680.86,3.13,5,17,72.41
765,hard,874.8,161,4,115,0,0.02,14.17,681.67,3.13,22,74,55.28
766,hard,381.22,31,2,30,0,0.02,2.29,677.45,3.11,1,24,83.87
767,hard,568.39,77,3,70,0,0.02,6.27,672.28,3.1,11,40,70.13
768,hard,917.84,480,4,75,0,0.02,38.59,678.96,3.13,183,57,37.08
769,hard,413.49,72,2,-5,0,0.02,7.04,674.76,3.11,6,31,66.67
770,hard,412.72,66,2,50,0,0.02,4.93,674.84,3.11,11,36,62.12
771,hard,976.21,288,5,115,0,0.02,23.07,680.77,3.14,99,65,43.4
772,hard,843.56,235,4,80,0,0.02,18.01,683.05,3.15,63,63,46.38
773,hard,376.42,56,2,35,0,0.02,4.96,680.74,3.14,8,32,69.64
774,hard,194.69,33,1,0,0,0.02,2.99,678.66,3.13,3,18,66.67
775,hard,909.12,367,4,70,0,0.02,28.94,685.79,3.16,102,53,45.23
776,hard,810.23,191,4,75,0,0.02,15.23,683.99,3.16,42,53,51.83
777,hard,934.55,252,4,100,0,0.02,20.47,686.13,3.17,38,63,51.98
778,hard,205.26,27,1,0,0,0.02,2.23,677.21,3.13,1,20,74.07
779,hard,581.73,54,3,80,0,0.02,4.47,675.66,3.12,4,36,75.93
780,hard,421.79,53,2,30,0,0.02,3.71,671.93,3.1,4,32,71.7
781,hard,725.94,194,3,90,0,0.02,15.24,677.4,3.12,36,52,54.64
782,hard,633.4,91,3,40,0,0.02,7.04,670.93,3.1,10,51,65.93
783,hard,738.81,203,4,100,0,0.02,15.33,672.04,3.11,84,52,38.92
784,hard,1060.85,354,5,130,0,0.02,28.87,676.03,3.13,138,79,50.28
785,hard,554.03,72,3,65,0,0.02,5.78,677.66,3.14,12,37,65.28
786,hard,939.16,348,4,110,0,0.02,27.07,681.41,3.15,92,54,46.26
787,hard,868.75,302,4,40,0,0.02,24.79,678.82,3.14,91,60,46.69
788,hard,1063.92,661,4,130,0,0.02,52.69,683.83,3.15,281,68,37.22
789,hard,434.23,59,2,20,0,0.02,4.85,678.23,3.13,6,36,64.41
790,hard,1159.31,642,5,125,0,0.02,51.37,681.59,3.14,336,84,42.21
791,hard,571.0,73,3,20,0,0.02,5.57,680.01,3.14,8,41,68.49
792,hard,912.24,176,4,95,0,0.02,15.4,682.92,3.15,19,65,54.55
793,hard,606.86,95,3,55,0,0.02,7.78,675.26,3.13,22,46,64.21
794,hard,1055.99,827,4,85,0,0.02,65.69,677.1,3.13,345,63,32.29
795,hard,576.27,60,3,65,0,0.02,4.53,678.8,3.14,1,40,75.0
796,hard,830.51,192,4,110,0,0.02,16.04,683.24,3.16,57,54,51.04
797,hard,420.65,68,2,25,0,0.02,5.55,676.7,3.14,7,38,64.71
798,hard,420.5,52,2,30,0,0.02,3.87,673.25,3.12,6,30,75.0
799,hard,603.4,115,3,25,0,0.02,9.32,670.37,3.11,19,45,60.0
800,hard,544.59,52,3,60,0,0.02,3.95,671.64,3.12,8,33,76.92
801,hard,390.91,62,2,10,0,0.02,5.1,664.91,3.09,11,33,64.52
802,hard,685.64,148,3,60,0,0.02,11.26,665.89,3.09,20,45,63.51
803,hard,586.68,71,3,75,0,0.02,5.8,658.11,3.07,11,39,74.65
804,hard,433.56,57,2,10,0,0.02,4.36,661.84,3.09,5,39,75.44
805,hard,1064.35,492,4,80,0,0.02,39.15,663.56,3.09,168,69,48.17
806,hard,975.36,337,4,95,0,0.02,25.71,664.63,3.09,75,61,46.29
807,hard,729.1,184,3,70,0,0.02,15.53,670.16,3.11,37,68,56.52
808,hard,251.12,53,1,-15,0,0.02,4.34,670.42,3.11,3,28,71.7
809,hard,571.09,57,3,75,0,0.02,5.11,666.87,3.1,5,35,73.68
810,hard,410.9,58,2,60,0,0.02,4.11,665.52,3.09,7,36,68.97
811,hard,905.39,174,4,110,0,0.02,13.57,666.67,3.09,38,74,61.49
812,hard,650.18,123,3,55,0,0.02,9.65,666.81,3.09,26,54,56.91
813,hard,877.12,174,4,70,0,0.02,15.3,669.98,3.1,25,66,57.47
814,hard,944.66,287,4,90,0,0.02,22.79,671.44,3.1,84,69,56.1
815,hard,1009.0,350,4,60,0,0.02,26.42,675.22,3.11,124,76,55.71
816,hard,606.23,91,3,50,0,0.02,8.02,672.44,3.1,9,46,68.13
817,hard,188.6,25,1,-20,0,0.02,2.43,668.5,3.08,0,18,76.0
818,hard,437.02,86,2,20,0,0.02,6.5,663.3,3.06,12,41,63.95
819,hard,199.34,26,1,-5,0,0.02,2.24,655.97,3.03,1,20,73.08
820,hard,884.03,217,4,90,0,0.02,16.68,659.37,3.04,89,65,71.43
821,hard,226.73,40,1,0,0,0.02,3.49,656.03,3.02,3,29,65.0
822,hard,596.99,57,3,50,0,0.02,4.19,653.81,3.01,1,39,75.44
823,hard,377.1,47,2,20,0,0.02,3.89,649.0,2.99,4,28,65.96
824,hard,385.24,49,2,25,0,0.02,3.91,650.8,3.0,2,30,67.35
825,hard,1123.53,528,4,90,0,0.02,42.13,655.56,3.01,195,73,50.38
826,hard,244.66,40,1,-5,0,0.02,3.25,652.04,2.99,4,30,70.0
827,hard,438.88,74,2,-15,0,0.02,5.79,654.54,3.0,15,43,72.97
828,hard,784.53,112,4,90,0,0.02,8.55,660.71,3.03,20,57,66.96
829,hard,1097.3,454,4,15,0,0.02,36.14,663.13,3.03,131,76,52.86
830,hard,734.25,182,3,80,0,0.02,18.47,660.76,3.02,28,56,55.49
831,hard,640.21,168,3,65,0,0.02,13.72,661.29,3.02,67,55,64.29
832,hard,600.69,97,3,65,0,0.02,8.86,659.57,3.01,17,43,67.01
833,hard,1010.74,141,5,130,0,0.02,11.43,659.61,3.02,28,65,63.83
834,hard,1159.31,457,5,115,0,0.02,35.77,665.32,3.04,192,77,54.49
835,hard,1086.42,458,4,60,0,0.02,37.29,667.41,3.04,103,59,48.25
836,hard,559.83,57,3,85,0,0.02,4.69,662.35,3.03,6,35,70.18
837,hard,443.63,77,2,15,0,0.02,6.48,658.11,3.01,7,37,63.64
838,hard,918.2,188,4,65,0,0.02,15.79,661.32,3.02,33,71,58.51
839,hard,840.77,159,4,70,0,0.02,14.33,655.94,3.01,26,53,60.38
840,hard,811.61,131,4,85,0,0.02,10.39,661.43,3.04,18,62,62.6
841,hard,422.85,69,2,55,0,0.02,5.36,661.17,3.04,8,43,62.32
842,hard,534.35,55,3,60,0,0.02,4.5,657.95,3.03,9,34,76.36
843,hard,173.44,39,1,-20,0,0.02,3.04,651.1,3.0,4,18,61.54
844,hard,938.74,237,4,85,0,0.02,18.26,656.15,3.02,33,60,54.85
845,hard,994.01,342,3,55,0,0.02,33.35,660.43,3.02,38,82,51.75
846,hard,428.12,49,2,15,0,0.02,5.34,658.98,3.01,1,35,75.51
847,hard,619.46,93,3,10,0,0.02,8.04,653.98,3.0,14,46,66.67
848,hard,582.71,85,3,45,0,0.02,6.71,648.38,2.98,7,45,62.35
849,hard,418.0,58,2,30,0,0.02,4.33,646.47,2.97,4,32,67.24
850,hard,215.7,46,1,-20,0,0.02,3.69,638.19,2.93,3,21,65.22
851,hard,609.05,71,3,55,0,0.02,5.4,637.39,2.93,4,41,70.42
852,hard,444.75,96,2,35,0,0.02,8.3,640.04,2.94,13,39,57.29
853,hard,713.01,169,3,55,0,0.02,12.8,639.48,2.93,24,53,59.76
854,hard,596.99,92,3,45,0,0.02,7.44,637.3,2.92,11,45,60.87
855,hard,573.09,72,3,60,0,0.02,4.97,640.69,2.94,5,43,70.83
856,hard,535.36,72,3,55,0,0.02,5.46,644.56,2.96,15,37,70.83
857,hard,427.93,47,2,20,0,0.02,3.06,644.94,2.96,0,30,70.21
858,hard,397.06,52,2,10,0,0.02,4.02,641.78,2.95,3,28,67.31
859,hard,254.83,42,1,-5,0,0.02,3.48,638.76,2.93,1,28,71.43
860,hard,580.06,70,3,40,0,0.02,5.01,636.71,2.92,4,37,68.57
861,hard,603.09,76,3,85,0,0.02,5.51,640.01,2.94,7,46,68.42
862,hard,377.56,33,2,30,0,0.02,3.03,639.99,2.94,1,23,78.79
863,hard,1093.95,206,5,105,0,0.02,15.21,641.14,2.95,43,86,53.88
864,hard,1010.31,260,4,90,0,0.02,19.09,649.68,2.98,41,70,56.15
865,hard,436.12,78,2,0,0,0.02,5.8,645.29,2.96,5,36,62.82
866,hard,677.01,130,3,35,0,0.02,9.13,648.25,2.97,11,51,61.54
867,hard,812.8,93,4,110,0,0.02,7.26,650.69,2.98,8,54,73.12
868,hard,624.05,91,3,75,0,0.02,8.03,647.75,2.97,7,39,68.13
869,hard,977.08,243,4,130,0,0.02,18.84,653.39,2.99,46,69,57.61
870,hard,245.38,47,1,-5,0,0.02,7.34,651.72,2.98,2,27,65.96
871,hard,418.24,52,2,30,0,0.02,6.76,646.14,2.95,5,35,71.15
872,hard,401.15,41,2,20,0,0.02,3.36,641.71,2.93,3,25,80.49
873,hard,845.47,131,4,105,0,0.02,11.74,646.4,2.95,12,60,64.12
874,hard,861.68,143,4,105,0,0.02,18.82,653.07,2.98,15,60,62.24
875,hard,616.17,70,3,70,0,0.02,8.22,650.14,2.97,5,41,70.0
876,hard,1013.77,247,4,60,0,0.02,22.68,652.18,2.97,17,88,53.85
877,hard,679.53,139,3,15,0,0.02,12.55,649.63,2.96,18,56,61.15
878,hard,687.69,219,3,70,0,0.02,21.2,654.45,2.98,77,47,56.62
879,hard,821.83,177,4,85,0,0.02,15.69,656.85,2.99,43,56,57.63
880,hard,840.21,164,4,90,0,0.02,14.17,661.04,3.01,27,60,59.76
881,hard,955.6,233,4,100,0,0.02,26.11,663.34,3.02,20,62,53.65
882,hard,956.55,222,4,100,0,0.02,18.83,666.57,3.03,30,59,63.06
883,hard,604.61,91,3,70,0,0.02,8.05,665.22,3.02,15,39,65.93
884,hard,601.56,63,3,60,0,0.02,5.22,660.63,3.0,4,40,73.02
885,hard,415.16,67,2,20,0,0.02,5.58,659.24,2.99,11,39,65.67
886,hard,768.69,78,4,150,0,0.02,5.99,657.54,2.99,10,50,73.08
887,hard,559.96,63,3,40,0,0.02,6.83,654.45,2.98,6,40,71.43
888,hard,638.7,76,3,80,0,0.02,7.24,650.2,2.97,3,44,69.74
889,hard,582.15,72,3,55,0,0.02,6.39,651.68,2.98,8,39,70.83
890,hard,238.73,52,1,-40,0,0.02,5.33,642.47,2.94,5,32,69.23
891,hard,856.06,144,4,115,0,0.02,12.2,645.32,2.95,18,58,64.58
892,hard,596.33,72,3,85,0,0.02,6.58,642.16,2.94,4,39,68.06
893,hard,600.7,88,3,70,0,0.02,6.88,642.1,2.94,10,44,67.05
894,hard,1189.23,448,5,125,0,0.02,38.93,643.43,2.95,167,80,52.01
895,hard,535.33,151,2,0,0,0.02,12.83,643.02,2.94,28,52,52.32
896,hard,428.42,52,2,40,0,0.02,4.64,639.0,2.92,4,33,75.0
897,hard,596.61,81,3,85,0,0.02,7.13,640.76,2.93,7,37,65.43
898,hard,864.64,151,4,95,0,0.02,14.72,645.2,2.95,20,67,57.62
899,hard,429.86,81,2,10,0,0.02,6.62,643.47,2.94,11,43,55.56
900,hard,1049.9,238,5,175,0,0.02,20.18,648.52,2.96,83,72,63.87
901,hard,1003.08,295,4,80,0,0.02,27.08,654.64,2.98,55,58,60.34
902,hard,577.87,65,3,80,0,0.02,6.04,653.57,2.98,5,38,72.31
903,hard,474.5,90,2,30,0,0.02,6.75,652.44,2.97,12,41,66.67
904,hard,921.52,179,4,110,0,0.02,13.32,657.32,2.99,26,59,58.66
905,hard,230.83,47,1,-25,0,0.02,3.14,648.99,2.96,5,26,68.09
906,hard,976.52,315,4,95,0,0.02,22.7,649.0,2.96,91,57,56.83
907,hard,1274.17,359,5,55,0,0.02,26.36,654.45,2.98,67,93,55.99
908,hard,221.86,36,1,10,0,0.02,2.94,654.16,2.98,3,22,75.0
909,hard,186.8,26,1,0,0,0.02,1.94,650.32,2.96,3,17,76.92
910,hard,942.81,239,4,125,0,0.02,16.35,655.63,2.98,34,56,56.07
911,hard,857.67,143,4,100,0,0.02,12.49,655.16,2.98,21,58,65.03
912,hard,918.84,220,4,80,0,0.02,19.55,657.84,2.99,26,61,58.18
913,hard,465.04,75,2,35,0,0.02,5.82,653.72,2.97,11,44,68.0
914,hard,610.67,81,3,85,0,0.02,6.7,650.38,2.96,7,43,65.43
915,hard,423.23,56,2,35,0,0.02,4.16,644.53,2.94,8,35,73.21
916,hard,684.39,214,3,50,0,0.02,15.91,645.31,2.94,64,50,56.54
917,hard,434.62,57,2,25,0,0.02,3.98,647.77,2.95,4,37,66.67
918,hard,684.77,175,3,40,0,0.02,19.06,650.24,2.96,38,55,57.14
919,hard,918.84,201,4,105,0,0.02,16.85,657.44,2.99,29,71,57.21
920,hard,1162.26,420,4,80,0,0.02,35.45,660.22,2.99,74,72,53.1
921,hard,1027.3,290,4,85,0,0.02,21.86,668.23,3.02,65,69,60.34
922,hard,549.42,75,3,60,0,0.02,5.13,667.75,3.02,16,40,61.33
923,hard,826.07,127,4,75,0,0.02,9.27,672.24,3.04,17,56,72.44
924,hard,428.75,65,2,35,0,0.02,5.85,672.68,3.04,7,34,70.77
925,hard,995.18,266,4,120,0,0.02,23.1,671.39,3.04,52,68,53.76
926,hard,219.81,34,1,-15,0,0.02,2.99,671.15,3.04,2,26,76.47
927,hard,588.87,79,3,40,0,0.02,6.72,672.65,3.05,5,43,64.56
928,hard,197.62,42,1,-35,0,0.02,3.53,666.78,3.02,6,26,61.9
929,hard,476.76,78,2,20,0,0.02,6.64,660.57,3.0,6,46,67.95
930,hard,1265.28,590,4,65,0,0.02,48.9,665.88,3.01,218,86,56.1
931,hard,632.63,85,3,55,0,0.02,7.19,665.81,3.01,8,46,68.24
932,hard,1193.37,475,4,95,0,0.02,37.35,671.73,3.02,126,83,51.37
933,hard,452.75,63,2,25,0,0.02,9.84,666.15,2.99,2,38,65.08
934,hard,165.23,35,1,0,0,0.02,3.47,656.21,2.95,7,15,71.43
935,hard,193.19,23,1,-5,0,0.02,1.91,647.28,2.92,0,19,78.26
936,hard,571.37,67,3,35,0,0.02,6.19,647.39,2.92,8,39,71.64
937,hard,239.33,43,1,-5,0,0.02,5.45,645.35,2.91,6,29,69.77
938,hard,873.08,198,4,105,0,0.02,21.64,644.9,2.91,41,53,59.09
939,hard,586.97,73,3,85,0,0.02,7.93,642.36,2.9,7,39,67.12
940,hard,449.83,78,2,10,0,0.02,8.57,638.74,2.88,7,40,66.67
941,hard,595.23,76,3,75,0,0.02,7.4,640.47,2.89,12,41,72.37
942,hard,423.36,59,2,10,0,0.02,7.09,639.36,2.88,4,34,69.49
943,hard,1103.01,269,5,105,0,0.02,27.05,648.65,2.92,92,85,60.59
944,hard,1032.86,274,4,95,0,0.02,30.14,649.6,2.92,70,98,52.55
945,hard,852.34,219,4,60,0,0.02,18.77,648.18,2.93,52,57,59.36
946,hard,880.6,166,4,65,0,0.02,14.63,652.7,2.95,31,70,63.25
947,hard,800.52,124,4,75,0,0.02,11.65,654.51,2.96,28,58,62.1
948,hard,1217.97,460,5,110,0,0.02,38.66,660.87,2.98,153,82,51.3
949,hard,868.51,165,4,105,0,0.02,13.16,665.37,3.0,23,54,60.61
950,hard,266.23,60,1,-15,0,0.02,4.2,665.88,3.0,7,35,61.67
951,hard,237.9,42,1,5,0,0.02,3.8,662.17,2.98,3,28,69.05
952,hard,403.41,63,2,30,0,0.02,5.34,661.75,2.98,7,39,55.56
953,hard,582.59,77,3,45,0,0.02,7.91,660.45,2.98,7,41,67.53
954,hard,570.85,70,3,85,0,0.02,8.33,660.19,2.98,12,38,72.86
955,hard,392.33,43,2,35,0,0.02,3.56,658.38,2.97,2,29,72.09
956,hard,811.19,304,3,25,0,0.02,25.33,661.14,2.97,68,76,50.66
957,hard,594.35,98,3,60,0,0.02,6.8,662.8,2.98,12,41,62.24
958,hard,453.35,74,2,40,0,0.02,6.32,663.36,2.98,4,37,59.46
959,hard,194.81,37,1,10,0,0.02,3.89,662.76,2.98,2,17,64.86
960,hard,996.13,299,4,125,0,0.02,29.63,666.92,2.99,80,69,56.19
961,hard,170.38,26,1,-5,0,0.02,2.03,662.6,2.97,5,17,65.38
962,hard,424.53,66,2,10,0,0.02,4.45,663.07,2.97,4,35,65.15
963,hard,644.63,85,3,40,0,0.02,9.81,658.57,2.95,10,57,68.24
964,hard,440.35,74,2,15,0,0.02,7.15,652.87,2.93,7,38,64.86
965,hard,642.3,121,3,20,0,0.02,12.0,654.94,2.94,22,58,58.68
966,hard,1088.25,375,4,120,0,0.02,26.9,659.05,2.95,100,81,55.47
967,hard,894.49,211,4,75,0,0.02,14.87,659.87,2.95,55,61,63.03
968,hard,385.96,53,2,45,0,0.02,3.89,657.48,2.94,8,31,69.81
969,hard,206.28,33,1,0,0,0.02,3.11,649.78,2.91,5,21,75.76
970,hard,187.0,32,1,5,0,0.02,3.1,649.19,2.91,1,17,65.62
971,hard,208.87,42,1,0,0,0.02,2.86,647.1,2.9,7,20,71.43
972,hard,942.37,322,4,100,0,0.02,22.31,652.51,2.92,95,62,49.38
973,hard,1226.73,375,5,145,0,0.02,25.56,656.32,2.93,78,73,53.87
974,hard,779.38,89,4,105,0,0.02,7.23,655.5,2.93,6,44,71.91
975,hard,1119.71,438,4,70,0,0.02,30.19,660.54,2.94,77,62,51.6
976,hard,588.3,64,3,55,0,0.02,4.58,656.28,2.93,7,40,71.88
977,hard,965.43,270,4,85,0,0.02,18.16,659.14,2.94,73,71,51.11
978,hard,642.77,114,3,65,0,0.02,9.36,658.69,2.94,10,51,61.4
979,hard,583.47,51,3,70,0,0.02,3.56,656.31,2.93,1,33,80.39
980,hard,259.21,60,1,0,0,0.02,4.36,650.5,2.9,7,33,60.0
981,hard,1298.15,499,5,70,0,0.02,33.65,653.92,2.91,148,88,52.3
982,hard,218.96,44,1,-25,0,0.02,3.01,646.55,2.88,3,24,68.18
983,hard,890.46,290,4,80,0,0.02,21.32,649.41,2.89,92,68,49.31
984,hard,557.24,71,3,60,0,0.02,4.76,648.96,2.89,13,39,69.01
985,hard,1021.2,313,4,95,0,0.02,23.82,655.02,2.91,51,62,53.35
986,hard,862.23,282,4,110,0,0.02,19.98,655.96,2.91,123,58,51.77
987,hard,829.72,116,4,125,0,0.02,9.28,658.66,2.92,20,62,62.07
988,hard,575.23,56,3,75,0,0.02,4.02,658.02,2.92,6,37,78.57
989,hard,272.87,39,1,-25,0,0.02,2.53,654.93,2.9,1,30,71.79
990,hard,218.35,33,1,0,0,0.02,2.5,654.73,2.9,0,20,69.7
991,hard,920.73,234,4,60,0,0.02,16.38,655.37,2.9,34,59,55.98
992,hard,363.07,97,1,-20,0,0.02,6.65,653.04,2.88,10,48,54.64
993,hard,220.25,50,1,0,0,0.02,3.65,649.23,2.86,9,26,66.0
994,hard,1022.03,319,4,50,0,0.02,22.6,647.56,2.85,76,75,56.43
995,hard,857.18,180,4,90,0,0.02,12.79,650.78,2.87,48,58,62.22
996,hard,673.73,167,3,70,0,0.02,11.47,653.23,2.88,55,47,73.05
997,hard,1171.31,637,4,55,0,0.02,44.01,658.98,2.89,204,77,46.62
998,hard,895.04,165,4,75,0,0.02,11.51,659.29,2.89,27,76,58.79
